Date,Close
2020-06-22,9480.890006944439
2020-06-23,9638.373874999992
2020-06-24,9441.00692361111
2020-06-25,9231.76507638887
2020-06-26,9181.329701388891
2020-06-27,9107.383298611097
2020-06-28,9055.143972222228
2020-06-29,9115.957173611128
2020-06-30,9150.841347222238
2020-07-01,9191.286458333325
2020-07-02,9166.837222222215
2020-07-03,9093.80368749999
2020-07-04,9091.225430555533
2020-07-05,9064.04193055556
2020-07-06,9212.259354166654
2020-07-07,9268.923208333326
2020-07-08,9345.349208333337
2020-07-09,9329.38863888889
2020-07-10,9199.680666666676
2020-07-11,9238.831208333335
2020-07-12,9249.45518750001
2020-07-13,9277.994569444445
2020-07-14,9219.765375000003
2020-07-15,9221.591930555545
2020-07-16,9132.11503472221
2020-07-17,9134.4062638889
2020-07-18,9161.559576388876
2020-07-19,9154.556701388881
2020-07-20,9177.472875000018
2020-07-21,9306.93567361109
2020-07-22,9365.518791666655
2020-07-23,9540.839645833332
2020-07-24,9557.096451388885
2020-07-25,9619.271597222234
2020-07-26,9833.774993055556
2020-07-27,10435.320541666659
2020-07-28,10985.538673611116
2020-07-29,11095.818631944425
2020-07-30,11033.469930555535
2020-07-31,11196.167243055554
2020-08-01,11609.169701388879
2020-08-02,11333.010451388887
2020-08-03,11254.05199305554
2020-08-04,11243.054555555545
2020-08-05,11464.146944444445
2020-08-06,11755.257277777779
2020-08-07,11716.165652777778
2020-08-08,11684.667708333338
2020-08-09,11672.095874999997
2020-08-10,11898.853326388873
2020-08-11,11632.181701388878
2020-08-12,11462.498069444458
2020-08-13,11550.237201388883
2020-08-14,11754.652611111112
2020-08-15,11876.602083333333
2020-08-16,11850.412909722236
2020-08-17,12054.456222222216
2020-08-18,12163.733284722211
2020-08-19,11796.84886805557
2020-08-20,11798.065597222228
2020-08-21,11743.614013888879
2020-08-22,11559.229611111117
2020-08-23,11620.499291666642
2020-08-24,11733.053131944422
2020-08-25,11508.065368055566
2020-08-26,11402.378034722246
2020-08-27,11345.246256944432
2020-08-28,11441.411479166652
2020-08-29,11506.73153472225
2020-08-30,11607.950437499976
2020-08-31,11683.984493055563
2020-09-01,11873.953847222207
2020-09-02,11576.61115277777
2020-09-03,11038.919131944445
2020-09-04,10391.216729166674
2020-09-05,10269.222493055571
2020-09-06,10200.836124999998
2020-09-07,10159.791937500004
2020-09-08,10147.69057638889
2020-09-09,10187.306715277773
2020-09-10,10338.743145833345
2020-09-11,10302.368208333328
2020-09-12,10372.455729166659
2020-09-13,10395.101902777787
2020-09-14,10510.243944444457
2020-09-15,10773.025222222226
2020-09-16,10894.236972222214
2020-09-17,10892.115548611106
2020-09-18,10924.657159722216
2020-09-19,11011.14640972223
2020-09-20,10915.349555555553
2020-09-21,10676.341930555549
2020-09-22,10467.646798611102
2020-09-23,10431.976840277805
2020-09-24,10442.766222222233
2020-09-25,10670.723534722232
2020-09-26,10715.879673611093
2020-09-27,10716.860930555555
2020-09-28,10878.123041666668
2020-09-29,10728.95630555556
2020-09-30,10740.813090277767
2020-10-01,10755.591034722223
2020-10-02,10528.389618055571
2020-10-03,10549.217312500006
2020-10-04,10604.527361111092
2020-10-05,10704.486423611119
2020-10-06,10699.332805555578
2020-10-07,10620.573923611117
2020-10-08,10733.301645833326
2020-10-09,10981.633083333316
2020-10-10,11336.102111111097
2020-10-11,11359.575840277765
2020-10-12,11446.251222222236
2020-10-13,11450.168541666675
2020-10-14,11405.470069444413
2020-10-15,11414.116847222216
2020-10-16,11364.588569444435
2020-10-17,11343.437298611127
2020-10-18,11430.13302083331
2020-10-19,11581.75525694445
2020-10-20,11844.575937500003
2020-10-21,12458.457055555547
2020-10-22,12932.320506944454
2020-10-23,12933.029854166665
2020-10-24,13029.174777777773
2020-10-25,13055.257715277792
2020-10-26,13066.99569444445
2020-10-27,13362.83253472222
2020-10-28,13444.672013888903
2020-10-29,13330.439118055554
2020-10-30,13435.718972222214
2020-10-31,13737.887187500013
2020-11-01,13767.554791666676
2020-11-02,13596.97925
2020-11-03,13612.482763888876
2020-11-04,13899.115951388896
2020-11-05,14730.297819444442
2020-11-06,15583.427131944436
2020-11-07,15345.260354166654
2020-11-08,15199.622131944425
2020-11-09,15382.007395833327
2020-11-10,15326.619756944418
2020-11-11,15593.253090277782
2020-11-12,15928.370555555559
2020-11-13,16291.471736111114
2020-11-14,16030.031291666655
2020-11-15,15996.744097222225
2020-11-16,16372.39272916667
2020-11-17,17083.644236111108
2020-11-18,17885.349777777792
2020-11-19,17843.96600000001
2020-11-20,18336.945409722244
2020-11-21,18712.128493055585
2020-11-22,18431.881756944436
2020-11-23,18448.214284722242
2020-11-24,18862.4248472222
2020-11-25,19056.251527777753
2020-11-26,17391.516604166645
2020-11-27,16988.058152777754
2020-11-28,17312.37018055556
2020-11-29,17990.538861111076
2020-11-30,18913.70568055555
2020-12-01,19266.271888888892
2020-12-02,18953.72780555558
2020-12-03,19283.06943750003
2020-12-04,19122.892763888904
2020-12-05,18997.243138888847
2020-12-06,19145.065638888846
2020-12-07,19199.308979166675
2020-12-08,18942.53320833334
2020-12-09,18266.17218055557
2020-12-10,18303.671062500016
2020-12-11,17937.382097222217
2020-12-12,18471.27931250002
2020-12-13,19113.23454861113
2020-12-14,19161.368027777764
2020-12-15,19352.301965277773
2020-12-16,20078.06315972224
2020-12-17,22617.5111111111
2020-12-18,22885.101944444446
2020-12-19,23361.202090277777
2020-12-20,23594.781541666693
2020-12-21,23260.266847222225
2020-12-22,23097.916520833314
2020-12-23,23530.751131944446
2020-12-24,23218.052104166673
2020-12-25,24016.314722222218
2020-12-26,25267.4615694445
2020-12-27,27046.212923611096
2020-12-28,26965.146805555556
2020-12-29,26670.904930555553
2020-12-30,28142.40578472227
2020-12-31,28882.010652777797
2021-01-01,29289.323145833292
2021-01-02,30759.932166666713
2021-01-03,33468.16299999995
2021-01-04,31856.172236111113
2021-01-05,32274.5510416666
2021-01-06,34907.6035763889
2021-01-07,38071.505881944424
2021-01-08,39811.63969444446
2021-01-09,40399.01112500006
2021-01-10,39730.883840277806
2021-01-11,34280.3600833333
2021-01-12,34842.902916666666
2021-01-13,34676.476208333355
2021-01-14,38511.56284027777
2021-01-15,37473.23557638887
2021-01-16,36845.873777777844
2021-01-17,35653.80851388885
2021-01-18,36048.22473611112
2021-01-19,36860.6980208333
2021-01-20,35155.446069444464
2021-01-21,32953.418472222176
2021-01-22,31861.926618055564
2021-01-23,32354.085729166654
2021-01-24,32226.33567361112
2021-01-25,33351.57297916666
2021-01-26,31997.177534722196
2021-01-27,31147.482923611118
2021-01-28,31793.18845138885
2021-01-29,35054.10393749995
2021-01-30,34054.74850694446
2021-01-31,33449.89010416668
2021-02-01,33706.71983333338
